Transaction Date,Customer ID,Contractor ID,Service Code,Shift Total
1/29/2018,234,61516,UN,12
1/29/2018,234,77315,UN,12
1/29/2018,234,91723,UN,12
1/30/2018,234,43167,UN,12
1/30/2018,234,61516,UN,12
1/30/2018,234,77315,UN,12
1/30/2018,234,91723,UN,12
1/30/2018,234,91723,K-9,12
1/31/2018,234,43167,UN,12
1/31/2018,234,44184,K-9,12
1/31/2018,234,61516,UN,12
1/31/2018,234,77315,UN,12
1/31/2018,234,91723,UN,12
2/1/2018,234,43167,UN,12
2/1/2018,234,44184,K-9,12
2/1/2018,234,61516,UN,12
2/1/2018,234,77315,UN,12
2/1/2018,234,91723,UN,12
2/2/2018,234,43167,UN,12
2/2/2018,234,61516,K-9,12
2/2/2018,234,77315,UN,12
2/2/2018,234,86711,UN,12
2/2/2018,234,91723,UN,12
2/3/2018,234,29376,UN,12
2/3/2018,234,77315,UN,12
2/3/2018,234,82241,K-9,12
2/3/2018,234,91723,UN,12
2/3/2018,234,91723,UN,12
2/4/2018,234,29376,UN,12
2/4/2018,234,43312,UN,12
2/4/2018,234,61516,UN,12
2/4/2018,234,61516,K-9,12
2/4/2018,234,66397,UN,12
2/5/2018,234,44184,K-9,12
2/5/2018,234,45157,UN,12
2/5/2018,234,61516,UN,12
2/5/2018,234,77315,UN,12
2/5/2018,234,91723,UN,12
2/6/2018,234,30035,UN,12
2/6/2018,234,43167,UN,12
2/6/2018,234,61516,K-9,12
2/6/2018,234,91723,UN,12
2/6/2018,234,91723,UN,12
2/7/2018,234,43167,UN,12
2/7/2018,234,44184,K-9,12
2/7/2018,234,61516,UN,12
2/7/2018,234,77315,UN,12
2/7/2018,234,91723,UN,12
2/8/2018,234,43167,UN,12
2/8/2018,234,44184,K-9,12
2/8/2018,234,61516,UN,12
2/8/2018,234,77315,UN,12
2/8/2018,234,91723,UN,12
2/9/2018,234,43167,UN,12
2/9/2018,234,61516,UN,12
2/9/2018,234,77315,UN,12
2/9/2018,234,86711,K-9,12
2/9/2018,234,91723,UN,12
2/10/2018,234,29376,UN,12
2/10/2018,234,66397,UN,12
2/10/2018,234,77315,UN,12
2/10/2018,234,77315,UN,12
2/10/2018,234,82241,K-9,12
2/11/2018,234,43312,UN,12
2/11/2018,234,61516,UN,12
2/11/2018,234,61516,UN,12
2/11/2018,234,66492,UN,12
2/11/2018,234,86711,K-9,12
1/29/2018,235,9139,U109,12
1/29/2018,235,24533,US04,12
1/29/2018,235,26708,U106,12
1/29/2018,235,42068,U107,12
1/29/2018,235,44161,U104,12
1/29/2018,235,45056,U109,12
1/29/2018,235,48092,US04,12
1/29/2018,235,49342,U107,12
1/29/2018,235,51797,U105,12
1/29/2018,235,61753,K016,12
1/29/2018,235,66492,U107,12
1/29/2018,235,66492,U104,4
1/29/2018,235,83604,U108,12
1/29/2018,235,91330,U106,12
1/29/2018,235,96996,U107,12
1/30/2018,235,9139,U107,12
1/30/2018,235,24533,US04,12
1/30/2018,235,26708,U107,12
1/30/2018,235,42068,K016,12
1/30/2018,235,44161,U108,12
1/30/2018,235,44184,U107,12
1/30/2018,235,49342,US04,12
1/30/2018,235,51797,U104,12
1/30/2018,235,61753,U106,12
1/30/2018,235,66397,U109,12
1/30/2018,235,66492,U109,12
1/30/2018,235,75932,U106,12
1/30/2018,235,75932,U104,4
1/30/2018,235,83604,U105,12
1/30/2018,235,91330,U107,12
1/31/2018,235,9139,U104,12
1/31/2018,235,26708,U106,12
1/31/2018,235,26708,U104,4
1/31/2018,235,42068,U107,12
1/31/2018,235,44161,U107,12
1/31/2018,235,45056,U109,12
1/31/2018,235,48092,US04,12
1/31/2018,235,49342,US04,12
1/31/2018,235,51797,U108,12
1/31/2018,235,66397,U106,12
1/31/2018,235,66492,U107,12
1/31/2018,235,75932,U105,12
1/31/2018,235,83604,K016,12
1/31/2018,235,91330,U107,12
1/31/2018,235,96996,U109,12
2/1/2018,235,9139,U109,12
2/1/2018,235,24533,U107,12
2/1/2018,235,26708,U107,12
2/1/2018,235,42068,K016,12
2/1/2018,235,44161,U105,12
2/1/2018,235,45056,U107,12
2/1/2018,235,48092,US04,12
2/1/2018,235,48092,U104,4
2/1/2018,235,49342,US04,12
2/1/2018,235,51797,U106,12
2/1/2018,235,61753,U106,12
2/1/2018,235,66397,U109,12
2/1/2018,235,75932,U108,12
2/1/2018,235,83604,U107,12
2/1/2018,235,96996,U104,12
2/2/2018,235,9139,U106,12
2/2/2018,235,24533,U108,12
2/2/2018,235,26708,U107,12
2/2/2018,235,42068,K016,12
2/2/2018,235,44161,U107,12
2/2/2018,235,44161,U104,4
2/2/2018,235,44184,U106,12
2/2/2018,235,45056,U107,12
2/2/2018,235,48092,US04,12
2/2/2018,235,49342,US04,12
2/2/2018,235,61753,U109,12
2/2/2018,235,66492,U104,12
2/2/2018,235,75932,U107,12
2/2/2018,235,91330,U105,12
2/2/2018,235,96996,U109,12
2/3/2018,235,24533,US04,12
2/3/2018,235,26708,U106,12
2/3/2018,235,44161,U107,12
2/3/2018,235,45056,U107,12
2/3/2018,235,48092,US04,12
2/3/2018,235,51797,U107,12
2/3/2018,235,66397,U109,12
2/3/2018,235,66492,U107,12
2/3/2018,235,75932,U109,12
2/3/2018,235,83604,U104,12
2/3/2018,235,91330,K016,12
2/3/2018,235,96996,U106,12
2/4/2018,235,9139,U107,12
2/4/2018,235,44184,U106,12
2/4/2018,235,45056,U107,12
2/4/2018,235,45297,US04,12
2/4/2018,235,48092,US04,12
2/4/2018,235,51797,U107,12
2/4/2018,235,66397,U109,12
2/4/2018,235,66492,U104,12
2/4/2018,235,75932,U107,12
2/4/2018,235,83604,U106,12
2/4/2018,235,91330,K016,12
2/4/2018,235,96996,U109,12
2/5/2018,235,9139,U109,12
2/5/2018,235,24533,US04,12
2/5/2018,235,26708,U106,12
2/5/2018,235,42068,U107,12
2/5/2018,235,44161,U104,12
2/5/2018,235,45056,U109,12
2/5/2018,235,48092,US04,12
2/5/2018,235,49342,U107,12
2/5/2018,235,51797,U105,12
2/5/2018,235,61753,K016,12
2/5/2018,235,66492,U107,12
2/5/2018,235,66492,U104,4
2/5/2018,235,83604,U108,12
2/5/2018,235,91330,U106,12
2/5/2018,235,96996,U107,12
2/6/2018,235,24533,US04,12
2/6/2018,235,26708,U107,12
2/6/2018,235,42068,K016,12
2/6/2018,235,44161,U108,12
2/6/2018,235,44184,U107,12
2/6/2018,235,45056,U109,12
2/6/2018,235,49342,US04,12
2/6/2018,235,51797,U104,12
2/6/2018,235,61753,U106,12
2/6/2018,235,66397,U107,12
2/6/2018,235,66492,U109,12
2/6/2018,235,75932,U106,12
2/6/2018,235,75932,U104,4
2/6/2018,235,83604,U105,12
2/6/2018,235,91330,U107,12
2/7/2018,235,9139,U104,12
2/7/2018,235,26708,U106,12
2/7/2018,235,26708,U104,4
2/7/2018,235,42068,U107,12
2/7/2018,235,44161,U107,12
2/7/2018,235,45056,U109,12
2/7/2018,235,48092,US04,12
2/7/2018,235,49342,US04,12
2/7/2018,235,51797,U108,12
2/7/2018,235,66397,U106,12
2/7/2018,235,66492,U107,12
2/7/2018,235,75932,U105,12
2/7/2018,235,83604,K016,12
2/7/2018,235,91330,U107,12
2/7/2018,235,96996,U109,12
2/8/2018,235,9139,U109,12
2/8/2018,235,24533,U107,12
2/8/2018,235,26708,U107,12
2/8/2018,235,42068,K016,12
2/8/2018,235,44161,U105,12
2/8/2018,235,45056,U107,12
2/8/2018,235,48092,US04,12
2/8/2018,235,48092,U104,4
2/8/2018,235,49342,US04,12
2/8/2018,235,51797,U106,12
2/8/2018,235,61753,U106,12
2/8/2018,235,66397,U109,12
2/8/2018,235,75932,U108,12
2/8/2018,235,83604,U107,12
2/8/2018,235,96996,U104,12
2/9/2018,235,9139,U106,12
2/9/2018,235,24533,U108,12
2/9/2018,235,26708,U107,12
2/9/2018,235,42068,K016,12
2/9/2018,235,44161,U107,12
2/9/2018,235,44161,U104,4
2/9/2018,235,44184,U106,12
2/9/2018,235,45056,U107,12
2/9/2018,235,48092,US04,12
2/9/2018,235,49342,US04,12
2/9/2018,235,66397,U109,12
2/9/2018,235,66492,U104,12
2/9/2018,235,75932,U107,12
2/9/2018,235,91330,U105,12
2/9/2018,235,96996,U109,12
2/10/2018,235,24533,US04,12
2/10/2018,235,26708,U106,12
2/10/2018,235,44161,U107,12
2/10/2018,235,45056,U107,12
2/10/2018,235,48092,US04,12
2/10/2018,235,51797,U109,12
2/10/2018,235,61753,K016,12
2/10/2018,235,66492,U107,12
2/10/2018,235,75932,U109,12
2/10/2018,235,83604,U104,12
2/10/2018,235,91330,U106,12
2/10/2018,235,96996,U107,12
2/11/2018,235,9139,U107,12
2/11/2018,235,24533,US04,12
2/11/2018,235,44184,U106,12
2/11/2018,235,45056,U107,12
2/11/2018,235,48092,US04,12
2/11/2018,235,51797,U107,12
2/11/2018,235,66397,U104,12
2/11/2018,235,66492,U109,12
2/11/2018,235,75932,U107,12
2/11/2018,235,83604,K016,12
2/11/2018,235,91330,U106,12
2/11/2018,235,96996,U109,12
1/29/2018,236,13885,UN,12
1/29/2018,236,20929,UN,12
1/29/2018,236,41220,UN,12
1/29/2018,236,45297,UN,12
1/29/2018,236,78971,UN,12
1/30/2018,236,13885,UN,12
1/30/2018,236,20929,UN,12
1/30/2018,236,30035,UN,12
1/30/2018,236,41220,UN,12
1/30/2018,236,45297,UN,12
1/31/2018,236,13885,UN,12
1/31/2018,236,20929,UN,12
1/31/2018,236,30035,UN,12
1/31/2018,236,41220,UN,12
1/31/2018,236,83454,UN,12
2/1/2018,236,20929,UN,12
2/1/2018,236,30035,UN,12
2/1/2018,236,41220,UN,12
2/1/2018,236,66492,UN,12
2/1/2018,236,78971,UN,12
2/2/2018,236,13885,UN,12
2/2/2018,236,20929,UN,12
2/2/2018,236,30035,UN,12
2/2/2018,236,30035,UN,12
2/2/2018,236,83454,UN,11
2/3/2018,236,13885,UN,12
2/3/2018,236,13885,UN,12
2/3/2018,236,45297,UN,12
2/3/2018,236,45297,UN,12
2/4/2018,236,13885,UN,12
2/4/2018,236,30035,UN,12
2/4/2018,236,30035,UN,12
2/4/2018,236,79027,UN,12
2/5/2018,236,13885,UN,12
2/5/2018,236,20929,UN,12
2/5/2018,236,41220,UN,12
2/5/2018,236,45297,UN,12
2/5/2018,236,78971,UN,12
2/6/2018,236,13885,UN,12
2/6/2018,236,20929,UN,12
2/6/2018,236,41220,UN,12
2/6/2018,236,45297,UN,12
2/6/2018,236,83454,UN,11
2/7/2018,236,13885,UN,12
2/7/2018,236,20929,UN,12
2/7/2018,236,30035,UN,12
2/7/2018,236,41220,UN,12
2/7/2018,236,45297,UN,12
2/8/2018,236,20929,UN,12
2/8/2018,236,30035,UN,12
2/8/2018,236,41220,UN,12
2/8/2018,236,45297,UN,12
2/8/2018,236,78971,UN,12
2/9/2018,236,13885,UN,12
2/9/2018,236,20929,UN,12
2/9/2018,236,30035,UN,12
2/9/2018,236,30035,UN,12
2/9/2018,236,45297,UN,12
2/10/2018,236,13885,UN,12
2/10/2018,236,20929,UN,12
2/10/2018,236,41220,UN,12
2/10/2018,236,45297,UN,12
2/11/2018,236,13885,UN,12
2/11/2018,236,30035,UN,12
2/11/2018,236,45297,UN,12
2/11/2018,236,45297,UN,12
1/29/2018,237,33637,UN,12
1/29/2018,237,79027,UN,12
1/29/2018,237,86711,K-9,12
1/30/2018,237,33637,UN,12
1/30/2018,237,79027,UN,12
1/30/2018,237,86711,K-9,12
1/31/2018,237,33637,UN,12
1/31/2018,237,79027,UN,12
1/31/2018,237,86711,K-9,12
2/1/2018,237,24711,UN,12
2/1/2018,237,33637,UN,12
2/1/2018,237,86711,K-9,12
2/2/2018,237,24711,K-9,12
2/2/2018,237,33637,UN,12
2/2/2018,237,79027,UN,12
2/3/2018,237,24711,K-9,12
2/3/2018,237,33637,UN,12
2/4/2018,237,79027,K-9,12
2/4/2018,237,86711,UN,12
2/5/2018,237,33637,UN,12
2/5/2018,237,79027,UN,12
2/5/2018,237,86711,K-9,12
2/6/2018,237,33637,UN,12
2/6/2018,237,79027,UN,12
2/6/2018,237,86711,K-9,12
2/7/2018,237,33637,UN,12
2/7/2018,237,79027,UN,12
2/7/2018,237,86711,K-9,12
2/8/2018,237,24711,UN,12
2/8/2018,237,33637,UN,12
2/8/2018,237,86711,K-9,12
2/9/2018,237,24711,K-9,12
2/9/2018,237,33637,UN,12
2/9/2018,237,79027,UN,12
2/10/2018,237,24711,K-9,12
2/10/2018,237,33637,UN,12
2/11/2018,237,79027,UN,12
2/11/2018,237,79027,K-9,12
1/29/2018,240,92630,UN,8
1/29/2018,240,94152,UN,8
1/30/2018,240,92630,UN,8
1/30/2018,240,94152,UN,8
1/31/2018,240,92630,UN,8
1/31/2018,240,94152,UN,8
2/1/2018,240,92630,UN,8
2/1/2018,240,94152,UN,8
2/2/2018,240,92630,UN,8
2/2/2018,240,94152,UN,8
2/3/2018,240,92630,UN,8
2/3/2018,240,94152,UN,8
2/4/2018,240,94152,UN,8
2/4/2018,240,94152,UN,8
2/5/2018,240,55497,UN,8
2/5/2018,240,92630,UN,8
2/6/2018,240,92630,UN,8
2/6/2018,240,94152,UN,8
2/7/2018,240,92630,UN,8
2/7/2018,240,94152,UN,8
2/8/2018,240,92630,UN,8
2/8/2018,240,94152,UN,8
2/9/2018,240,40213,UN,8
2/9/2018,240,94152,UN,8
2/10/2018,240,40213,UN,8
2/10/2018,240,94152,UN,8
2/11/2018,240,40213,UN,8
2/11/2018,240,94152,UN,8
1/29/2018,284,1120,ARM,12
1/29/2018,284,42718,UN,11
1/30/2018,284,1120,ARM,12
1/30/2018,284,42718,UN,11
1/31/2018,284,1120,ARM,12
1/31/2018,284,15837,UN,11
2/1/2018,284,1120,ARM,12
2/1/2018,284,42718,UN,11
2/2/2018,284,1120,ARM,12
2/2/2018,284,42718,UN,11
2/5/2018,284,1120,ARM,12
2/5/2018,284,42718,UN,11
2/6/2018,284,1120,ARM,12
2/6/2018,284,42718,UN,11
2/7/2018,284,1120,ARM,12
2/7/2018,284,42718,UN,11
2/8/2018,284,1120,ARM,12
2/8/2018,284,42718,UN,11
2/9/2018,284,1120,ARM,12
2/9/2018,284,42718,UN,11
2/2/2018,284,11730,UN,11
2/2/2018,284,54423,UN,9
2/2/2018,284,93948,UN,13
2/3/2018,284,11730,UN,11
2/3/2018,284,93948,UN,13
2/4/2018,284,11730,UN,12
2/4/2018,284,93948,UN,12
2/5/2018,284,11730,UN,12
2/5/2018,284,19382,UN,3
2/5/2018,284,54423,UN,9
2/5/2018,284,93948,UN,12
2/6/2018,284,11730,UN,12
2/6/2018,284,54423,UN,9
2/6/2018,284,55497,UN,8
2/6/2018,284,93948,UN,12
2/7/2018,284,11730,UN,12
2/7/2018,284,13054,UN,9
2/7/2018,284,55497,UN,8
2/7/2018,284,93948,UN,12
2/8/2018,284,11730,UN,12
2/8/2018,284,54423,UN,9
2/8/2018,284,55497,UN,12
2/9/2018,284,11730,UN,12
2/9/2018,284,54423,UN,9
2/9/2018,284,55497,UN,12
2/10/2018,284,55497,UN,12
2/10/2018,284,93948,UN,12
2/11/2018,284,55497,UN,12
2/11/2018,284,93948,UN,12
1/29/2018,288,15021,UN,1
1/29/2018,288,15021,UN,4.5
1/29/2018,288,15439,UN,12
1/29/2018,288,15485,UN,12
1/29/2018,288,26129,UN,12
1/29/2018,288,35957,UN,6
1/29/2018,288,42389,UN,12
1/29/2018,288,79993,UN,14.5
1/29/2018,288,82242,UN,8
1/29/2018,288,82825,UN,12
1/29/2018,288,83325,UN,12
1/29/2018,288,83325,UN,5
1/30/2018,288,15021,UN,12
1/30/2018,288,15021,UN,0.5
1/30/2018,288,15439,UN,5.5
1/30/2018,288,15485,UN,14.5
1/30/2018,288,26129,UN,1
1/30/2018,288,26129,UN,12
1/30/2018,288,35957,UN,12
1/30/2018,288,42389,UN,12
1/30/2018,288,57232,UN,10.5
1/30/2018,288,57232,UN,4.5
1/30/2018,288,79993,UN,8
1/30/2018,288,82825,UN,12
1/30/2018,288,84523,UN,1
1/30/2018,288,84523,UN,5
1/31/2018,288,15021,UN,6
1/31/2018,288,15485,UN,12
1/31/2018,288,15485,UN,4.5
1/31/2018,288,26129,UN,1
1/31/2018,288,26129,UN,12
1/31/2018,288,35957,UN,1
1/31/2018,288,35957,UN,5
1/31/2018,288,42389,UN,12
1/31/2018,288,63105,UN,10
1/31/2018,288,63105,UN,1
1/31/2018,288,73167,UN,4
1/31/2018,288,79993,UN,8
1/31/2018,288,82825,UN,12
1/31/2018,288,83325,UN,12
1/31/2018,288,84523,UN,12
2/1/2018,288,15021,UN,12
